"Number","Title","Year","Runtime","Genre","Ratings","Director","Total.Vote","Rated","Stars.1","Stars.2","Stars.3"
"2,877.","Harta Berdarah",1940,74,"Drama",2.6,"Rd. Ariffien",29,"D","R. Hu","Soelastri","Zonder"
"2,878.","Pengantin Pantai Biru",2010,74,"Horror",2.6,"Nayato Fio Nuala",29,"D","Cathrine Wilson","Keith Foo","Uli Auliani"
"2,883.","Dendam dari Kuburan",2012,80,"Horror",2.8,"Nayato Fio Nuala",20,"17+","Sisca Jessica","Anggie Amanda","Shinta Bachir"
"2,884.","Di dadaku ada cinta",1986,84,"Drama",5,"Paramitha Rusady",8,"SU","Rano Karno","",""
"2,885.","Cewek Saweran",2011,84,"Drama",5,"Eddie Cahyono",8,"SU","Juwita Bahar","Djaduk Ferianto","Kriss Hatta"
"2,888.","Masa topan dan badai",1963,87,"Drama",3.5,"D. Djajakusuma",27,"SU","Usmar Ismail","Wahab Abdi","Ariati"
"2,889.","Lenyapnya Dendam Si Buta",1983,87,"Action",3.5,"S.A. Karim",27,"SU","Anna Tairas","Leo Chandra","Johan Saimima"
"2,892.","Sinema Purnama",2012,98,"Drama",3.5,"Pandu Birantoro",27,"SU","Andra Fembriarto","Radian Kanugroho","Ray Nayoan"
"2,893.","Duel naga wulung",1982,85,"Action",3.5,"Dasri Jacob",27,"SU","Enny Beatrice","Pitradjaya Burnama","Avent Cristy"
"2,894.","Si Tjonat",1929,85,"Action",3.5,"Nelson Wong",27,"SU","Lie A. Tjip","Ku Fung May","Herman Sim"
"2,895.","Akulah Vivian",1977,85,"Drama",3.5,"M. Endraatmadja",27,"SU","Vivian Rubianty","Hamid Arief","Kris Biantoro"
"2,896.","Irama cinta",1980,84,"Drama",3.5,"Willy Wilianto",27,"SU","Elvy Sukaesih","Farouk Afero","Achmad Albar"
"2,904.","Boedjoekan iblis",1941,87,"Drama",6.2,"Jo An Djan",19,"SU","Anwar","E.T. Effendi","R.D. Kosasih"
"2,905.","Toilet Blues",2012,87,"Drama",6.2,"Dirmawan Hatta",19,"SU","","",""
"2,906.","Surup",2020,85,"Short",7.4,"Alifia Hamzah",12,"SU","Fahri Anang Marzuki","Fachri Azmi Yustriadi",""
"2,907.","Rahasia Sang Penari",2013,85,"Drama",7.4,"Adfal",12,"SU","Irene Justine","Fitrie Rachmadhina","Taufan Wahyudi"
"2,919.","5 PM (Lima Penjuru Masjid)",2018,101,"Drama",7.3,"Humar Hadi",6,"SU","Muhammad Taufik Akbar","Faisal Azhar","Zikri Daulay"
"2,920.","Butir-butir cinta tak bertepi",1981,90,"Drama",7.3,"S.A. Karim",6,"","Zainal Abidin","Gina Adriana","Lina Budiarty"
"2,921.","Residivis",1985,90,"Action",7.3,"Imam Tantowi",6,"","Wieke Widowati","Advent Bangun","Amin Ansari D."
"2,928.","LoveRain",2021,80,"Short",7.3,"Khalil Gibran HSB",6,"","","",""
"2,929.","L4 Lupus",2011,80,"Drama",7.3,"Damien Dematra",6,"","Virda Anggraini","Ayu Azhari","Natasha Dematra"
"2,930.","Rahasia bintang",2008,80,"Mystery",7.3,"Yulianto Krisbiantoro",6,"","Gritte Agatha","Desi Florita","Cut Keke"
"2,931.","Bulu-Bulu Cendrawasih",1978,99,"Drama",7.3,"Nurhadie Irawan",6,"","Farouk Afero","Alicia Djohar","Rahayu Effendi"
"2,934.","Seribu Janji Kumenanti",1972,120,"Drama",6.5,"Iksan Lahardi",10,"","Andy Auric","Tanty Josepha",""
"2,935.","Embun",1951,120,"Short",6.5,"D. Djajakusuma",10,"","Cassin Abbas","A.N. Alcaff","D. Arifin"
"2,946.","Berbagi Cinta",2012,121,"Drama",7.7,"Fendy Chow",7,"SU","Hardy Hardian","Bunga Citra Lestari",""
"2,947.","Seputih Hatinya, Semerah Bibirnya",1982,121,"Drama",7.7,"Slamet Rahardjo",7,"SU","Neneng Alina","Gisela Darusman","Eddy Guci"
"2,953.","Jatuh Cinta Lagi",2006,96,"Romance",5.4,"Rizal Mantovani",14,"SU","Gary M. Iskak","Krisdayanti","Cornelia Agatha"
"2,954.","Menerjang prahara di komodo",1991,103,"Adventure",5.7,"Tommy Burnama",11,"SU","Alba Fuad","Edwin Lerrick","Atin Martino"
"2,955.","Jejaka-Jejaka",1985,103,"Adventure",5.7,"Iksan Lahardi",11,"SU","Tarmizi Andepy","M. Pandji Anom","Tarida Gloria"
"2,956.","Joe Turun ke Desa",1989,94,"Adventure",5.7,"Chaerul Umam",11,"SU","Meriam Bellina","Donny Damara","Sylvana Herman"
"2,958.","Pengantin",1990,85,"Drama",7.8,"Wim Umboh",12,"SU","Zainal Abidin","Afrizal Anoda","Pitradjaya Burnama"
"2,964.","Siti Akbari",1939,72,"Drama",7.7,"Joshua Wong",10,"SU","Othniel Wong","Annie Landauw","Titing"
"2,966.","Hell Raiders",1985,122,"Action",6.3,"Gope T. Samtani",28,"SU","Roy Marten","Dicky Zulkarnaen","Rini S. Bono"
"2,968.","Curi-curi kesempatan",1990,83,"Comedy",6,"Arizal",6,"SU","Mathias Agus","Nurul Arifin","Eko Deye"
"2,969.","Melintas Badai",1985,96,"Drama",6,"Sophan Sophiaan",6,"SU","Wahab Abdi","Harry Capri","H.I.M. Damsyik"
"2,970.","Bilur-bilur penyesalan",1987,96,"Drama",6,"Nasri Cheppy",6,"SU","Sophia Latjuba","Deddy Mizwar","Tio Pakusadewo"
"2,973.","I Love You Masbro",2012,97,"Drama",4.6,"Raymond Handaya",12,"SU","Thya Ariestya","Epy Kusnandar","Mayang Naomi"
"2,992.","Rindu purnama",2011,106,"Drama",5.6,"Mathias Muchus",9,"SU","Titi Rajo Bintang","Pitradjaya Burnama","Edwin"
"2,993.","Chandra dewi",1952,91,"Drama",5.6,"Wildan Djafar",9,"SU","Fred Young","Dhalia","Rendra Karno"
"2,994.","Secerah senyum",1977,91,"Horror",5.6,"Arizal",9,"SU","S. Bono","Aminah Cendrakasih","Ade Irawan"
"2,995.","Hantu Merah Casablanca",2014,85,"Horror",5.6,"Dedy Mercy",9,"SU","Rizuka Amor","Eva Asmarani","Hengky Kurniawan Chova"
"2,998.","Tjisadane",1971,89,"Drama",5.6,"Askur Zain",9,"SU","Menzano","Farida Arriany","Fara Noor"
"2,999.","Malu-malu kutjing",1954,89,"Drama",5.6,"S. Waldy",9,"SU","Zainal Abidin","Rd Dadang Ismail","R.D. Endang"
"3,000.","Flamboyant",1972,89,"Drama",5.6,"Sjuman Djaya",9,"SU","Rachmat Hidayat","Mieke Wijaya","Tutie Kirana"
"3,001.","Lari dari Blora",2007,89,"Drama",5.6,"Akhlis Suryapati",9,"SU","Tina Astari","Fadli Fuad","Iswar Kelana"
"3,002.","Maut mendjelang magrib",1963,89,"Drama",8,"Turino Junaidy",7,"SU","Boy Iskak","Tanneke Burki","Alwi Oslan"
"3,003.","Akibat",1951,105,"Comedy",8,"Nawi Ismail",7,"SU","Awaludin","A. Hadi","Sukarsih"
"3,004.","Ramlie Oii Ramlie",2019,105,"Comedy",8,"Pajri Andika",7,"SU","Babe Asmawi","Arien Rahayu","Muhammad Rizkie Sahlian"
"3,005.","Expedition Sumatra",2013,90,"Adventure",8,"Philippe Cousteau Jr.",10,"SU","","",""
"3,006.","Introvert",2017,90,"Short",8,"Herlambang Hashemi",10,"SU","Uyun Amalia","Dimas Febrian","Faris Wildani"
"3,007.","Kalau",2020,90,"Drama",8,"",10,"SU","","",""
"3,008.","Djalang",1970,90,"Action",8,"Danu Umbara",10,"SU","Danu Umbara","Farida Arriany","Sukarno M. Noor"
"3,009.","Hadiah 2.000.000",1962,90,"Drama",8,"Turino Junaidy",10,"SU","Oslan Husein","Rima Melati","Alwi Oslan"
"3,015.","Mak tjomblang",1960,80,"Drama",8,"D. Djajakusuma",10,"SU","Cassin Abbas","Nugroho An","S. Bagio"
"3,016.","Deep Web Stalker: The Beginning",2021,80,"Short",8,"Nicky Richsandy Pramana",10,"SU","Gian Avilla","Zeta El Ghifari","Keefe Kautsar"
"3,017.","Musyrik (Sajen)",2021,80,"Short",8,"Guntur Saputra",10,"SU","Danil Ardiansyah","Akmal Azahri","Angga Nugraha"
"3,022.","Suhu Beku: The Movie",2017,88,"Drama",7.4,"Rusmin Nuryadin",8,"13+","Muhammad Nur Fauzan","Andi Muhammad Fadli","Muhammad Fikri Alif"
"3,034.","Nada Untuk Asa",2015,98,"Drama",6.9,"Charles Gozali",22,"","Marsha Timothy","Acha Septriasa","Darius Sinathrya"
"3,035.","Nila di gaun putih",1981,85,"Drama",5.1,"Sandy Suwardi Hasan",42,"","Sofia W.D.","Marini","Robby Sugara"
"3,036.","Illucinati",2014,85,"Comedy",5.1,"Ernest Prakasa",42,"","","",""
"3,037.","Kuntilanak Kamar Mayat",2009,85,"Horror",5.1,"Nayato Fio Nuala",42,"","Imelda Lubis","Uwie Jasmine","Mandala Abadi Shoji"
"3,042.","Kalau Cinta Jangan Cengeng",2008,112,"Drama",4.7,"Monty Tiwa",12,"","Marshanda","Ringgo Agus Rahman","Sigi Wimala"
"3,043.","Love is Trap",2016,87,"Short",7.2,"Hanung Bramantyo",6,"","","",""
"3,044.","Sorga Ka Toedjoe",1940,87,"Drama",7.2,"Joshua Wong",6,"","Othniel Wong","Roekiah","Kartolo"
"3,045.","Lembah duka",1981,87,"Drama",7.2,"Jopi Burnama",6,"","Eva Arnaz","Chintami Atmanegara","Ruslan Basrie"
"3,046.","Gema hati bernyanyi (setitik embun)",1987,87,"Drama",7.2,"Adisoerya Abdi",6,"","Gina Adriana","Roy Marten","Fakhri Amrullah"
"3,047.","Gadis kampus",1979,92,"Comedy",7.2,"Ishaq Iskandar",6,"","Zainal Abidin","Alfian","Chitra Dewi"
"3,048.","Drakula Mantu",1974,92,"Comedy",7.2,"Nya Abbas Akup",6,"","Benyamin S.","Tan Tjeng Bok","Margareta Gerungan"
"3,052.","Njai Dasima (II)",1930,120,"Drama",7.2,"Lie Tek Swie",6,"","N. Norehani","Wim Lender","Anah"
"3,054.","Satria desa",1952,120,"Short",7.2,"Hu",6,"","S. Bono","Sjamsu","Titien Sumarni"
"3,055.","Rishtoe",2019,120,"Short",7.2,"Rishtoe",6,"","Rishtoe","",""
"3,056.","Mutiara jang kembali",1959,120,"Animation",7.2,"L. Inata",6,"","Hamid Arief","Ellya Rosa","Salmah"
"3,057.","Video Campaign for Ace Hardware: Chuckill & Ace",2014,120,"Animation",7.2,"Akbar de Wighar",6,"","Chuckill","Joke","Mr.B"
"3,058.","Sarinah",2011,120,"Drama",7.2,"Karr Kwee",6,"","Ria Irawan","Alex Komang","Nicholas Saputra"
"3,060.","Tak Biasa",2004,146,"Comedy",7.2,"Jose Poernomo",6,"","Lia Chandra","Novie Emerson","Miea Kusuma"
"3,062.","Kenari",1953,113,"Comedy",6.7,"L. Inata",14,"","A.N. Alcaff","S. Bono","M. Budhrasa"
"3,063.","Harta karun",1991,113,"Comedy",6.7,"Lukmantoro D.S.",14,"SU","Lina Budiarty","Dahono","El Koesno"
"3,064.","Ketika",2004,113,"Comedy",6.7,"Deddy Mizwar",14,"SU","Dorman Borisman","Lucky Hakim","Johan Jeihan"
"3,069.","Erau Kota Raja",2015,116,"Drama",6.7,"Bambang Drias",14,"SU","Nadine Chandrawinata","Jajang C. Noer","Denny Sumargo"
"3,070.","Perkawinan dalam semusim",1976,116,"Drama",6.7,"Teguh Karya",14,"SU","Slamet Rahardjo","Bram M. Darmaprawira","Basuki Djaelani"
"3,071.","Tendangan iblis",1983,91,"Action",6.7,"A. Harris",14,"SU","Abdullah","Kamsul Chandrajaya","Arman Effendy"
"3,072.","Jangan menangis mama",1977,83,"Animation",6.7,"Sofia W.D.",14,"SU","Hassan Dollar","Doddy Lesmana","Surya Lesmana"
"3,073.","Mistri cinta",1989,80,"Animation",6.7,"Willy Wilianto",14,"SU","Lina Budiarty","Eddy Chandra","Yan Diana"
"3,076.","Asmara murni",1953,181,"Drama",6.7,"L. Inata",14,"SU","A.N. Alcaff","S. Bono","Mien Sondakh"
"3,077.","Opera Jakarta",1986,181,"Drama",6.7,"Sjuman Djaya",14,"SU","Minati Atmanegara","Pitradjaya Burnama","Joice Erna"
"3,078.","Perawan metropolitan",1991,98,"Drama",6.2,"Ishaq Iskandar",6,"SU","Soendjoto Adibroto","Eva Arnaz","Galeb Husein"
"3,079.","Pergaulan",1994,98,"Drama",7.6,"Yonky Souhoka",16,"SU","Sally Marcellina","F.X. Bambang","Bagoes Z. Galistan"
"3,080.","Pacar Ketinggalan Kereta",1989,139,"Drama",7.6,"Teguh Karya",16,"SU","Ayu Azhari","Rachmat Hidayat","Niniek L. Karim"
"3,086.","Dosa tak berampun",1951,109,"Drama",4.9,"Usmar Ismail",20,"SU","A.N. Alcaff","Cassin Abbas","Awal"
"3,090.","Siantar Rap Foundation: Dainang",2017,100,"Short",4.9,"Siantar Rap Foundation",20,"SU","","",""
"3,091.","Surja",1952,100,"Drama",4.9,"Hu",20,"SU","Z. Anwar","Turino Junaidy","Jusman"
"3,092.","Madju tak gentar",1965,97,"Drama",4.9,"Turino Junaidy",20,"SU","Sri Redjeki","Turino Junaidy","Farouk Afero"
"3,093.","1000 langkah",1961,89,"Short",4.9,"Turino Junaidy",20,"SU","Farida Arriany","Hadisjam Tahax","Anas S. Bey"
"3,096.","Gadis diseberang djalan",1960,90,"Drama",4.9,"Turino Junaidy",20,"SU","Mieke Wijaya","Turino Junaidy","Alice Iskak"
"3,097.","Bujang jelihin",1991,93,"Short",4.9,"Dasri Jacob",20,"SU","Cilia Angelina","Yan Bastian","Hendra Cipta"
"3,098.","Persaingan asmara",1985,93,"Short",4.9,"Willy Wilianto",20,"SU","Alan Nuary","Enny Beatrice","Urip Arpan"
"3,099.","Tamasya Keluarga",2015,90,"Short",4.9,"Tengku Iskhandar",20,"SU","Kevin Kautsar","R.R. Pinurti","Indah Siauw"
"3,100.","Kopral djono",1954,90,"Comedy",4.9,"Basuki Effendi",20,"SU","Ariati","Dhalia","Nasution Eddy"
"3,101.","Ang Hai Djie",1935,90,"Comedy",4.9,"",20,"SU","","",""
"3,102.","Cintaku Selamanya",2008,90,"Comedy",4.9,"Thomas Nawilis",20,"SU","Nadila Ernesta","Hardi Fadhillah","Ratu Felisha"
"3,103.","Kekasihku ibuku",1971,87,"Drama",9.1,"Turino Junaidy",11,"SU","Rima Melati","Rahmat Kartolo","Farouk Afero"
"3,104.","Istana yang hilang",1960,90,"Drama",9.1,"Wim Umboh",11,"SU","A.N. Alcaff","Ariati","Farida Arriany"
"3,105.","Meratap hati",1950,90,"Drama",9.1,"Rd. Ariffien",11,"SU","R.D. Endang","Turino Junaidy","Sutrisni"
"3,106.","Rindu Musim Timur",2012,90,"Drama",9.1,"Wawan Sumarmo",11,"SU","Krissno Bossa","Andi Hidayat","Febri Khey"
"3,123.","Kabut bulan madu",1972,99,"Drama",3,"Turino Junaidy",10,"SU","Farouk Afero","Rahmat Kartolo","Tutie Kirana"
"3,127.","Tulalit",2008,93,"Comedy",3,"Saptadji",10,"SU","Meriam Bellina","Edric Chan","Shareefa Daanish"
"3,128.","Noda tak berampun",1970,97,"Drama",5.4,"Turino Junaidy",5,"SU","Rima Melati","Farouk Afero","Rahmat Kartolo"
"3,131.","Si comel",1973,88,"Adventure",5.4,"S.A. Karim",5,"SU","Tan Tjeng Bok","Muni Cader","Hendra Cipta"
"3,132.","Aduhai manisnya",1980,88,"Adventure",5.4,"Willy Wilianto",5,"SU","Achmad Albar","Elvy Sukaesih","Susy Bolle"
"3,133.","Cakar naga",1991,117,"Adventure",5.4,"Bacharoem Halilintar",5,"SU","Johny Anwar","Dian Damora","Dolf Damora"
"3,134.","Lagu untukmu",1973,117,"Adventure",5.4,"Ishak Suhaya",5,"SU","Muchsin Alatas","S. Bagio","Charma"
"3,135.","3 Cewek Petualang",2013,83,"Adventure",5.4,"Chiska Doppert",5,"SU","Nayato Fio Nuala","Dion Chaw","Imaz Fitria"
"3,139.","Belaian kasih",1966,102,"Drama",8.2,"Turino Junaidy",7,"SU","Ernie Djohan","Oslan Husein","Alwi Oslan"
"3,143.","Jauh di mata",1973,108,"Drama",8.2,"Willy Wilianto",7,"SU","Ida Abdi","Ratmi B-29","Astri Ivo"
"3,147.","Satu Rumpun?",2009,90,"Comedy",8.2,"Arci Fadillah",7,"SU","Kenzo Abduh","Golam Sarwar Harun","Kamal Hossein"
"3,148.","Siantar Rap Foundation: Sinanggar Tullo",2013,81,"Short",4.7,"Siantar Rap Foundation",8,"SU","","",""
"3,150.","Oh Tidak..!",2011,89,"Comedy",4.7,"Ardy Octaviand",8,"SU","Fathir Muchtar","Marsha Timothy","Marcella Lumowa"
"3,157.","Karena dia",1979,94,"Comedy",6.2,"Nico Pelamonia",6,"SU","Farouk Afero","A.N. Alcaff","Rodiyah Azis"
"3,158.","Ini rindu",1991,98,"Comedy",6.2,"Maman Firmansyah",6,"SU","Farid Hardja","Ari Wibowo","Anna Valiana"
"3,159.","Anunya kamu",1986,98,"Drama",6.2,"Bay Isbahi",6,"SU","Fanny Bauty","Tarida Gloria","Mukhlis Gumilang"
"3,169.","Aduh aduh mana tahan",1980,90,"Drama",6.2,"Susilo S.W.D.",6,"SU","Diana Yusuf","Itje Trisnawati","Darussalam"
"3,174.","Te[rekam]",2010,75,"Horror",3.6,"Nayato Fio Nuala",19,"SU","Monique Henry","Olga Lydia","Julia Perez"
"3,177.","Skandal Cinta Babi Ngepet",2008,91,"Romance",1.5,"K.K. Dheeraj",15,"SU","Ratu Felisha","Ferry Fernandez","Olga Syahputra"
"3,184.","Pendekar tangan hitam",1977,93,"Action",5,"A. Harris",18,"SU","Anna Yohana","Aty Rosarita","Beng Ito"
"3,185.","Kita punya bendera",2008,86,"Family",5,"Steven Purba",18,"SU","Bima Anggara","Nurul Hidayati","Taufan Bahtera Ismangun"
"3,186.","Misteri Cipularang",2013,89,"Horror",5,"Dede Ferdinand",18,"SU","Amel Alvie","Hendrik Bhibir","Kris Firdaus"
"3,193.","KOTAK: Rock N Love",2014,100,"Short",5.4,"",5,"SU","","",""
"3,194.","Ayat-Ayat Adinda",2015,100,"Drama",5.4,"Hestu Saputra",5,"SU","Tissa Biani Azzahra","Cynthia Lamusu","Surya Saputra"
"3,198.","Beningnya hati seorang gadis",1980,105,"Drama",7.3,"Frank Rorimpandey",NA,"SU","Gina Adriana","Fakhri Amrullah","Aminah Cendrakasih"
"3,204.","Gadis telepon",1983,80,"Drama",7.3,"Willy Wilianto",NA,"SU","Avent Cristy","Anna Tairas","Zainal Abidin"
"3,206.","Romi dan Juli",1974,87,"Drama",7.3,"Arifin C. Noer",6,"D","Rano Karno","Yessy Gusman","Sukarno M. Noor"
"3,207.","Saskia",1988,81,"Drama",7.3,"Boyke Roring",6,"D","Nurul Arifin","Gito Gilas","Anton Indracaya"
"3,212.","Kutukan ibu",1973,101,"Drama",7.3,"Turino Junaidy",6,"D","Farouk Afero","Amalia","Lenny Marlina"
"3,213.","Brahma manggala",1988,86,"Comedy",7.3,"Jimmy Atmaja",6,"D","Rani Soraya","Ferry Fadly","Soendjoto Adibroto"
"3,216.","Masa Depan Cerah 2040",2020,87,"Short",7.7,"Winner Wijaya",7,"D","Callista Amadira","Bernadette Bonita","Gilbert Pattiruhu"
"3,217.","Lelaki sejati",1984,87,"Short",7.7,"Danu Umbara",7,"D","Alwi A.S.","Yan Bastian","Avent Cristy"
"3,224.","Hati Karina",2013,85,"Drama",6.2,"Toto Hoedi",8,"D","Ferry Ardiansyah","Framly","Adinia Wirasti"
"3,225.","Cupz!",2017,85,"Short",6.2,"Faizal Rahmanto Moeis",8,"D","Khairy Afdhal","Adira Alamsyah","Farisan Satria Bakkara"
"3,226.","Bisa Kelabang Geni",1988,85,"Action",6.2,"Dasri Jacob",8,"D","Sulaiman A.S.","Djoni Abdullah","M. Ali R."
"3,229.","Sona anak srigala",1984,114,"Action",6.2,"A. Harris",8,"D","Teddy Purba","Minati Atmanegara","Kamsul Chandrajaya"
"3,232.","Wajah Seorang Laki-Laki",1972,110,"Drama",6.2,"Teguh Karya",8,"D","Tuti I. Malaon","Rima Melati","Slamet Rahardjo"
"3,236.","Alles Goed: From Gunung Kidul to Europe",2018,100,"Biography",6.5,"Wahyu F. Riyanto",8,"D","Wahyu F. Riyanto","Reyvaldi Cahya Putra","Ramos Purba"
"3,239.","Nachoda harimau lapar",1953,83,"Drama",6.5,"Bambang Sudarto",8,"D","M. Arief","Salim Hamid","A. Harris"
"3,240.","Tanpabatas Vol.2 Komedian Menggugat: Protest of a Comedian",2014,83,"Comedy",6.5,"Sammy Notaslimboy",8,"D","Sammy Notaslimboy","",""
"3,251.","Musafir kelana",1953,107,"Drama",5.7,"S. Waldy",26,"D","Aminah Cendrakasih","Rd Dadang Ismail","W.D. Mochtar"
"3,252.","Catatan Akhir Kuliah",2015,107,"Drama",5.7,"Jay Sukmo",26,"D","Muhadkly Acho","Abdur Arsyad","Niken Ayu"
"3,254.","Optatissimus",2013,110,"Drama",5.7,"Dirmawan Hatta",26,"D","Rio Dewanto","Landung Simatupang","Nadhira Suryadi"
"3,255.","Midnight",2015,100,"Comedy",5.7,"Cuk Fk",26,"SU","Citra Anggun","Gofar Hilman","Dini Takola"
"3,260.","Debu Revolusi",1954,75,"Drama",5.7,"Syamsuddin Syafei",26,"SU","Ismah B.S.","R.D. Ismail","Mimi Mariani"
"3,272.","Begadang karena penasaran",1980,93,"Drama",5.7,"Liliek Sudjio",26,"SU","Kardjo Ac-Dc","Hamid Arief","Bokir"
"3,273.","Kembang semusim",1980,131,"Drama",5.7,"M.T. Risyaf",26,"SU","Mieke Wijaya","Marisa Haque","Simon Cader"
"3,278.","Kawin lari",1974,106,"Drama",5.7,"Teguh Karya",26,"SU","Christine Hakim","Herman Masduki","Tuti I. Malaon"
"3,283.","No man's land",1965,105,"Drama",5.9,"A. Suravijaya",19,"SU","","",""
"3,300.","Perantaian 13",1954,106,"Drama",5.8,"S. Waldy",15,"SU","R.D. Endang","Sri I. Uniati",""
"3,301.","Anak-anak Borobudur",2007,89,"Drama",5.8,"Arswendo Atmowiloto",15,"SU","Djenar Maesa Ayu","Alexandra Gottardo","Christine Hakim"
"3,302.","Selendang Rocker",2009,89,"Comedy",5.8,"Awi Suryadi",15,"SU","Candil","Saykoji","Ramzi"
"3,308.","Terang boelan",1937,155,"Drama",7.2,"Albert Balink",6,"R","Kartolo","Muhin","Tjitjih"
"3,323.","Iseng",1959,92,"Short",9,"Turino Junaidy",6,"SU","Alwi Oslan","Tatik Maliyati","M. Pandji Anom"
"3,337.","Rotasi Per Menit",2003,94,"Action",7.4,"Baf Sjamsuddin",6,"","Verdy Bhawanta","Abi Cancer","Khusnul Raka Hafiz"
"3,338.","Kick 'n Love",2008,94,"Drama",7.4,"Dennis Adhiswara",6,"","Heru Effendi","Oka Antara","Sharena Gunawan"
"3,343.","Janji sarinah",1976,111,"Drama",7.4,"Arizal",6,"","Lenny Marlina","Pitradjaya Burnama","Hamidy T. Djamil"
"3,362.","Cakra Buana",2015,86,"Drama",7.4,"Massimo Burhanuddin",6,"","Mohammad Aditya","Yusef Muldiyana","Tiara Putri Effendy"
"3,366.","Aula cinta",1977,92,"Romance",7.4,"Arizal",6,"","Roy Marten","Debbie Cinthya Dewi","Rahmat Kartolo"
"3,367.","Pareh",1936,92,"Romance",7.4,"Albert Balink",6,"","Mannus Franken","Rd. Mochtar","Doenaesih"
"3,379.","Dr. Firdaus",1976,94,"Comedy",8.5,"Arizal",6,"R","Lenny Marlina","Wahab Abdi","Fadly"
"3,385.","The House at a Thousand Waves",2012,107,"Drama",8.5,"Erwin Arnada",6,"R","Risjad Aden","Riman Jayadi","Andre Julian"
"3,391.","Si Pitjang",1952,110,"Drama",8.5,"Kotot Sukardi",6,"R","","",""
"3,392.","Bila hati perempuan menjerit",1981,129,"Drama",8.5,"Arizal",6,"R","Cassin Abbas","Zainal Abidin","Dana Christina"
"3,396.","Bendi keramat",1988,104,"Comedy",8.5,"A. Harris",6,"R","Basuki","Jaja Mihardja","Lydia Kandou"
"3,419.","Mawar berbisa",1984,89,"Drama",7.3,"Dhany Firdaus",7,"R","Enny Beatrice","Advent Bangun","George Rudy"
"3,430.","Misteri ronggeng jaipong",1982,104,"Mystery",7.3,"Mardaly Sjarif",7,"17+","Kelly Kalyubi","Deddy Mizwar","Tuty S."
"3,438.","Senjakala di Manado",2016,95,"Comedy",7.3,"Ray Sahetapy",7,"17+","Mikha Tambayong","Fero Walandouw",""
"3,454.","Sara & Fei: Stadhuis Schandaal",2018,91,"Drama",6.4,"Adisoerya Abdi",8,"17+","Michael Lie","Volland Volt","Anwar Fuady"
"3,462.","Rembulan di ujung dahan",2002,90,"Drama",8.7,"Garin Nugroho",11,"SU","Anton Mirzaputra","",""
"3,471.","Petualang cinta",1979,122,"Drama",8.7,"Turino Junaidy",11,"SU","Amalia","Aminah Cendrakasih","Rendra Karno"
"3,472.","Gadis sesat",1955,122,"Drama",8.7,"L. Inata",11,"SU","Awaludin","Aminah Cendrakasih","Rd. Mochtar"
"3,473.","The Window",2016,122,"Drama",8.7,"Nurman Hakim",11,"SU","Titi Rajo Bintang","Eka Nusa Pertiwi","Yoga Pratama"
"3,475.","Romantini",2013,90,"Drama",5.4,"Monty Tiwa",12,"SU","Ridwan Ghany","Ashanty Hermansyah","Aurel Hermansyah"
"3,484.","Apa Jang Kau Tjari, Palupi?",1969,127,"Drama",7.2,"Asrul Sani",5,"SU","Fakhri Amrullah","Farida Arriany","Pitradjaya Burnama"
"3,485.","Roh",1989,77,"Horror",6.3,"Susilo S.W.D.",7,"SU","Enny Beatrice","Pong Harjatmo","Sally Marcellina"
"3,486.","Merenda hari esok",1981,118,"Drama",5.5,"Ida Farida",11,"SU","Fadly","Mila Karmila","Marlia Hardi"
"3,495.","Si Anak Kampoeng",2011,105,"Drama",8.2,"Damien Dematra",NA,"SU","Radhit Syam","Pong Harjatmo","Virda Anggraini"
"3,498.","Cacat dalam kandungan",1977,101,"Short",8.2,"Fritz G. Schadt",NA,"SU","Dona Artha","Ratmi B-29","Pong Harjatmo"
"3,512.","Second Chance at Faith",2017,95,"Short",8.2,"Fitrah Hardigaluh",NA,"SU","Anthonius Andy","Yudhistira Djarwo","Elisakh Hagia"
"3,513.","Impian perawan (Melati)",1976,95,"Drama",8.2,"Chris Pattikawa",NA,"SU","Broery Marantika","Christine Hakim","Wahab Abdi"
"3,516.","Tanpabatas Vol 2",2014,83,"Comedy",8.2,"Sammy Notaslimboy",8,"SU","Sammy Notaslimboy","",""
"3,525.","Home",2017,101,"Drama",8.2,"Randi Pratama",8,"SU","","",""
"3,526.","Cucu",1973,101,"Drama",8.2,"Des Alwi",8,"SU","Arqamar","Farouk Afero","Dien Novita"
"3,533.","Ria Rago: Pahlawan Wanita dari Lembah Ndona",1930,110,"Drama",8.2,"Simon Buis",8,"SU","Ria Rago","Rago Da'oe","Enga Padi"
"3,544.","Tengkorak Hidoep",1941,86,"Action",5.8,"Tan Tjoei Hock",13,"SU","Moh Mochtar","",""
"3,545.","Triggris",2017,86,"Short",6.3,"Akrom Alfathih",6,"SU","Luqman Ski","Alan Bintang Panca Mukti",""
"3,546.","Daerah Tak Bertuan",1963,86,"War",6.3,"Alam Rengga Surawidjaja",6,"SU","Zainal Abidin","Hamidy T. Djamil","R.D. Ismail"
"3,547.","Ajah kikir",1953,86,"Fantasy",6.3,"Hu",6,"SU","A.N. Alcaff","Astaman","S. Bono"
"3,548.","Panasnya Selimut Malam",1982,86,"Fantasy",6.3,"Wahab Abdi",6,"SU","Lenny Marlina","Farida Pasha","Frans Tumbuan"
"3,561.","Perampok ulung",2009,84,"Drama",7.9,"Marjito Iskandar Tri Gunawan",88,"SU","","",""
